"success"	"trial_type"	"trial_index"	"time_elapsed"	"internal_node_id"	"participant_id"	"screen_height"	"screen_width"	"browser"	"browser_version"	"mobile"	"os"	"vsync_rate"	"width"	"height"	"webaudio"	"fullscreen"	"webcam"	"microphone"	"screen"	"version"	"date"	"time"	"timeout"	"failed_images"	"failed_audio"	"failed_video"	"rt"	"stimulus"	"response"	"trial_duration"	"block"	"correct_response"	"prestimulus_duration"	"correct"	"type"	"illusion_strength"	"illusion_difference"	"block_number"	"trial_number"
"TRUE"	"fullscreen"	"0"	"3125"	"0.0-0.0"	"1tavm8"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.84"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
n/a	"browser-check"	"1"	"4135"	"0.0-1.0"	"1tavm8"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.84"	"1366"	"600"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"browser_info"	"1.0"	"22/12/2022"	"14:38:08"	n/a	"NULL"	"NULL"	"NULL"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
"TRUE"	"preload"	"2"	"4154"	"0.0-2.0"	"1tavm8"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.84"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	"FALSE"	"list()"	"list()"	"list()"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
n/a	"html-button-response"	"3"	"106058"	"0.0-3.0-0.0"	"1tavm8"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.84"	n/a	n/a	n/a	n/a	n/a	n/a	"illusion_instructions"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	"101902"	"<p><b>Illusion Game</b></p><p>In this game of speed and reflex, you will need to make <b>visual judgments</b> (for instance, which circle is the biggest, or which line is the longest), as fast and as correctly as possible, while <b>resisting different visual illusions</b>.</p><p>We are going to start with some examples of all the illusions you will encounter in the game.</p>"	"0"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
"TRUE"	"preload"	"4"	"106079"	"0.0-3.0-1.0-0.0"	"1tavm8"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.84"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	"FALSE"	"list()"	"list()"	"list()"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
n/a	"html-keyboard-response"	"5"	"120437"	"0.0-3.0-1.0-1.0"	"1tavm8"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.84"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	"14357"	"<p><b>Practice</b></p><p>In this part, two red circles will appear side by side on the screen.</p><p>Your task is to select which <b>red circle is bigger</b> in size as fast as you can, without making errors.</p><p>Don't get distracted by the surrounding black circles around the red circles!</p><p>Press <b>the LEFT or the RIGHT arrow</b> to indicate which is the bigger <b>red circle.</b></p><div style='float: center'><img src='materials/instructions/Ebbinghaus_Demo.png' height='300'></img><p><img src='utils/answer/answer_leftright_keyboard.PNG' height='150'></img></p><p class='small'>In this example, the correct answer is the <b>LEFT arrow</b>.</p></div><p>Are you ready? <b>Press ENTER to start</b></p>"	"enter"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
n/a	"html-keyboard-response"	"6"	"122135"	"0.0-3.0-1.0-2.0-0.0"	"1tavm8"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.84"	n/a	n/a	n/a	n/a	n/a	n/a	"fixation"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	n/a	"<p style=\"color: black; font-size: 80px; padding-left: 37%; padding-right: 17%; padding-top: 19%; padding-bottom: 21%\">+</p>"	n/a	"1182"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
n/a	"image-keyboard-response"	"7"	"122907"	"0.0-3.0-1.0-2.0-1.0"	"1tavm8"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.84"	n/a	n/a	n/a	n/a	n/a	n/a	"Trial"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	"748"	"stimuli/Ebbinghaus_0000000_1.40000.png"	"arrowleft"	n/a	"Ebbinghaus"	"arrowleft"	"1698"	"TRUE"	"Ebbinghaus"	"000000000000"	"1.4000000000"	"1"	"1"
n/a	"html-keyboard-response"	"8"	"124170"	"0.0-3.0-1.0-2.0-0.1"	"1tavm8"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.84"	n/a	n/a	n/a	n/a	n/a	n/a	"fixation"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	n/a	"<p style=\"color: black; font-size: 80px; padding-left: 21%; padding-right: 38%; padding-top: 19%; padding-bottom: 16%\">+</p>"	n/a	"1241"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
n/a	"image-keyboard-response"	"9"	"124526"	"0.0-3.0-1.0-2.0-1.1"	"1tavm8"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.84"	n/a	n/a	n/a	n/a	n/a	n/a	"Trial"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	"351"	"stimuli/Ebbinghaus_-100000_1.40000.png"	"arrowleft"	n/a	"Ebbinghaus"	"arrowleft"	"1263"	"TRUE"	"Ebbinghaus"	"-10000000000"	"1.4000000000"	"1"	"2"
n/a	"html-keyboard-response"	"10"	"125692"	"0.0-3.0-1.0-2.0-0.2"	"1tavm8"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.84"	n/a	n/a	n/a	n/a	n/a	n/a	"fixation"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	n/a	"<p style=\"color: black; font-size: 80px; padding-left: 43%; padding-right: 34%; padding-top: 21%; padding-bottom: 5%\">+</p>"	n/a	"1154"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
n/a	"image-keyboard-response"	"11"	"126095"	"0.0-3.0-1.0-2.0-1.2"	"1tavm8"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.84"	n/a	n/a	n/a	n/a	n/a	n/a	"Trial"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	"401"	"stimuli/Ebbinghaus_1000000_-1.4000.png"	"arrowright"	n/a	"Ebbinghaus"	"arrowright"	"1166"	"TRUE"	"Ebbinghaus"	"100000000000"	"-1.400000000"	"1"	"3"
n/a	"html-keyboard-response"	"12"	"127240"	"0.0-3.0-1.0-2.0-0.3"	"1tavm8"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.84"	n/a	n/a	n/a	n/a	n/a	n/a	"fixation"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	n/a	"<p style=\"color: black; font-size: 80px; padding-left: 22%; padding-right: 14%; padding-top: 0%; padding-bottom: 8%\">+</p>"	n/a	"1135"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
n/a	"image-keyboard-response"	"13"	"127586"	"0.0-3.0-1.0-2.0-1.3"	"1tavm8"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.84"	n/a	n/a	n/a	n/a	n/a	n/a	"Trial"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	"344"	"stimuli/Ebbinghaus_1000000_1.40000.png"	"arrowleft"	n/a	"Ebbinghaus"	"arrowleft"	"1145"	"TRUE"	"Ebbinghaus"	"100000000000"	"1.4000000000"	"1"	"4"
n/a	"html-keyboard-response"	"14"	"128727"	"0.0-3.0-1.0-2.0-0.4"	"1tavm8"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.84"	n/a	n/a	n/a	n/a	n/a	n/a	"fixation"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	n/a	"<p style=\"color: black; font-size: 80px; padding-left: 34%; padding-right: 47%; padding-top: 6%; padding-bottom: 40%\">+</p>"	n/a	"1122"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
n/a	"image-keyboard-response"	"15"	"128983"	"0.0-3.0-1.0-2.0-1.4"	"1tavm8"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.84"	n/a	n/a	n/a	n/a	n/a	n/a	"Trial"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	"255"	"stimuli/Ebbinghaus_-100000_-1.4000.png"	"arrowright"	n/a	"Ebbinghaus"	"arrowright"	"1141"	"TRUE"	"Ebbinghaus"	"-10000000000"	"-1.400000000"	"1"	"5"
n/a	"html-keyboard-response"	"16"	"130026"	"0.0-3.0-1.0-2.0-0.5"	"1tavm8"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.84"	n/a	n/a	n/a	n/a	n/a	n/a	"fixation"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	n/a	"<p style=\"color: black; font-size: 80px; padding-left: 21%; padding-right: 44%; padding-top: 1%; padding-bottom: 24%\">+</p>"	n/a	"1037"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
n/a	"image-keyboard-response"	"17"	"130395"	"0.0-3.0-1.0-2.0-1.5"	"1tavm8"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.84"	n/a	n/a	n/a	n/a	n/a	n/a	"Trial"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	"367"	"stimuli/Ebbinghaus_0000000_-1.4000.png"	"arrowright"	n/a	"Ebbinghaus"	"arrowright"	"1043"	"TRUE"	"Ebbinghaus"	"000000000000"	"-1.400000000"	"1"	"6"
n/a	"html-button-response"	"18"	"133673"	"0.0-3.0-1.0-3.0"	"1tavm8"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.84"	n/a	n/a	n/a	n/a	n/a	n/a	"practice_block_results"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	"3275"	"<p style='color:rgb(76,175,80);'> Correct Responses: <b>100.00%</b></p><hr><p style='color:rgb(233,30,99);'> Average Response Time: <b>411.00</b> ms.</p>"	"0"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
"TRUE"	"preload"	"19"	"134203"	"0.0-3.0-2.0-0.0"	"1tavm8"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.84"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	"FALSE"	"list()"	"list()"	"list()"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
n/a	"html-keyboard-response"	"20"	"143658"	"0.0-3.0-2.0-1.0"	"1tavm8"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.84"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	"9454"	"<p><b>Practice</b></p><p>In this part, two horizontal red lines will appear one above the other.</p><p>Your task is to select which <b>line is longer</b> in length as fast as you can, without making errors.</p><p>Don't get distracted by the surrounding black arrows at the end of the red lines!</p><p>Press <b>the UP or the DOWN arrow</b> to indicate where is the longer <b>red line.</b></p><div style='float: center'><img src='materials/instructions/MullerLyer_Demo.png' height='300'></img><p><img src='utils/answer/answer_updown_keyboard.PNG' height='150'></img></p><p class='small'>In this example, the correct answer is the <b>UP arrow</b>.</p></div><p>Are you ready? <b>Press ENTER to start</b></p>"	"enter"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
n/a	"html-keyboard-response"	"21"	"145277"	"0.0-3.0-2.0-2.0-0.0"	"1tavm8"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.84"	n/a	n/a	n/a	n/a	n/a	n/a	"fixation"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	n/a	"<p style=\"color: black; font-size: 80px; padding-left: 31%; padding-right: 8%; padding-top: 36%; padding-bottom: 38%\">+</p>"	n/a	"1096"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
n/a	"image-keyboard-response"	"22"	"145901"	"0.0-3.0-2.0-2.0-1.0"	"1tavm8"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.84"	n/a	n/a	n/a	n/a	n/a	n/a	"Trial"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	"623"	"stimuli/MullerLyer_0000000_-0.7000.png"	"arrowdown"	n/a	"MullerLyer"	"arrowdown"	"1619"	"TRUE"	"MullerLyer"	"000000000000"	"-0.700000000"	"1"	"7"
n/a	"html-keyboard-response"	"23"	"146982"	"0.0-3.0-2.0-2.0-0.1"	"1tavm8"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.84"	n/a	n/a	n/a	n/a	n/a	n/a	"fixation"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	n/a	"<p style=\"color: black; font-size: 80px; padding-left: 23%; padding-right: 7%; padding-top: 3%; padding-bottom: 46%\">+</p>"	n/a	"1062"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
n/a	"image-keyboard-response"	"24"	"147274"	"0.0-3.0-2.0-2.0-1.1"	"1tavm8"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.84"	n/a	n/a	n/a	n/a	n/a	n/a	"Trial"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	"290"	"stimuli/MullerLyer_2300000_0.70000.png"	"arrowup"	n/a	"MullerLyer"	"arrowup"	"1081"	"TRUE"	"MullerLyer"	"230000000000"	"0.7000000000"	"1"	"8"
n/a	"html-keyboard-response"	"25"	"148684"	"0.0-3.0-2.0-2.0-0.2"	"1tavm8"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.84"	n/a	n/a	n/a	n/a	n/a	n/a	"fixation"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	n/a	"<p style=\"color: black; font-size: 80px; padding-left: 39%; padding-right: 41%; padding-top: 21%; padding-bottom: 18%\">+</p>"	n/a	"1401"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
n/a	"image-keyboard-response"	"26"	"149146"	"0.0-3.0-2.0-2.0-1.2"	"1tavm8"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.84"	n/a	n/a	n/a	n/a	n/a	n/a	"Trial"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	"460"	"stimuli/MullerLyer_-230000_0.70000.png"	"arrowup"	n/a	"MullerLyer"	"arrowup"	"1410"	"TRUE"	"MullerLyer"	"-23000000000"	"0.7000000000"	"1"	"9"
n/a	"html-keyboard-response"	"27"	"150572"	"0.0-3.0-2.0-2.0-0.3"	"1tavm8"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.84"	n/a	n/a	n/a	n/a	n/a	n/a	"fixation"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	n/a	"<p style=\"color: black; font-size: 80px; padding-left: 27%; padding-right: 8%; padding-top: 16%; padding-bottom: 44%\">+</p>"	n/a	"1421"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
n/a	"image-keyboard-response"	"28"	"151074"	"0.0-3.0-2.0-2.0-1.3"	"1tavm8"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.84"	n/a	n/a	n/a	n/a	n/a	n/a	"Trial"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	"500"	"stimuli/MullerLyer_-230000_-0.7000.png"	"arrowdown"	n/a	"MullerLyer"	"arrowdown"	"1426"	"TRUE"	"MullerLyer"	"-23000000000"	"-0.700000000"	"1"	"10"
n/a	"html-keyboard-response"	"29"	"152251"	"0.0-3.0-2.0-2.0-0.4"	"1tavm8"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.84"	n/a	n/a	n/a	n/a	n/a	n/a	"fixation"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	n/a	"<p style=\"color: black; font-size: 80px; padding-left: 5%; padding-right: 28%; padding-top: 5%; padding-bottom: 0%\">+</p>"	n/a	"1165"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
